Air_Temp,Process_Temp,RPM,Torque,Tool_Wear,Vibration,Pressure,Humidity,Voltage,Current,Production_Count,Maintenance_Days_Ago,Defect,Failure
25.6,41.6,1775,36.8,65,0.33,104.5,31,217.0,8.6,288,8,0,0
23.2,34.5,1385,41.1,15,0.23,101.9,65,219.1,6.5,478,89,0,0
27.0,35.7,1645,31.8,195,0.27,103.6,70,224.1,9.2,444,2,0,0
23.9,41.2,1598,44.5,25,0.19,101.1,56,219.6,11.7,261,75,0,0
23.7,33.9,1674,49.4,44,0.39,98.1,41,225.7,9.7,848,85,0,0
22.0,33.5,1464,35.6,249,0.19,98.5,47,217.3,11.7,931,6,0,0
23.8,35.5,1200,47.7,218,0.19,103.7,53,221.6,9.1,389,57,0,0
31.4,49.2,1388,32.7,47,0.44,102.4,64,218.9,12.6,388,28,0,0
26.6,37.1,1455,38.6,197,0.28,98.8,52,224.5,6.8,685,15,0,0
24.4,38.8,1586,35.5,4,0.63,102.2,30,231.4,11.6,303,66,0,0
23.5,34.8,1831,50.8,228,0.37,101.3,65,220.7,9.9,471,90,1,0
26.9,37.7,1576,49.9,216,0.31,101.2,49,221.8,9.3,694,82,1,1
24.7,34.4,1457,35.2,36,0.38,104.0,36,223.6,7.3,243,9,0,0
24.7,43.8,1339,31.1,217,0.22,100.3,53,217.6,11.2,391,78,1,1
22.1,35.0,1485,43.1,250,0.38,104.9,61,221.0,6.1,890,44,0,0
33.3,45.3,1561,36.8,95,0.27,101.6,46,219.6,8.4,995,5,0,0
24.9,41.1,1227,42.0,10,0.5,102.0,37,215.4,8.0,990,78,0,0
21.8,34.2,1145,41.8,161,0.17,99.2,56,208.3,9.4,354,68,0,0
25.8,37.5,1363,42.5,213,0.41,101.3,34,213.8,4.4,211,73,0,0
23.2,35.9,1655,36.6,209,0.46,102.8,48,219.5,6.8,451,16,0,0
29.1,38.5,1512,43.7,250,0.25,105.8,50,220.1,8.7,364,84,0,0
25.3,44.0,1408,54.3,73,0.35,97.9,65,222.2,13.2,828,42,1,0
28.6,39.8,1475,37.2,51,0.34,102.3,33,216.3,7.5,765,44,0,0
16.5,24.6,1484,37.8,248,0.19,102.5,46,225.0,11.8,379,87,0,0
27.8,39.4,1531,41.3,84,0.52,102.5,44,219.7,7.1,415,20,0,0
28.7,37.5,1412,38.2,143,0.41,97.4,54,214.0,11.8,879,65,0,0
22.6,34.9,1296,35.0,86,0.54,102.5,42,219.2,11.4,822,4,0,0
22.0,35.2,1354,54.0,182,0.47,98.5,62,217.6,7.1,898,20,1,0
27.0,42.5,1687,51.2,154,0.19,100.6,51,220.5,9.9,842,23,0,0
21.5,36.4,1424,36.0,105,0.6,100.7,53,234.2,15.2,654,88,1,0
28.9,47.4,1146,37.7,181,0.54,97.9,57,227.6,10.3,512,22,1,1
24.4,41.7,1536,49.7,158,0.38,103.5,49,213.3,10.7,407,11,0,0
20.1,36.5,1541,36.3,143,0.34,101.8,44,216.6,12.4,674,23,0,0
25.2,40.5,1457,49.9,13,0.42,103.0,32,221.8,12.4,256,54,0,0
23.5,42.9,1865,57.0,123,0.12,103.0,37,215.4,7.0,905,88,1,0
30.2,40.1,1392,34.1,141,0.23,100.3,47,217.9,12.6,652,24,0,0
27.5,45.8,1628,31.7,250,0.17,102.1,53,212.8,10.2,786,51,0,0
24.8,34.8,1429,41.8,130,0.29,102.6,32,216.7,9.5,328,66,0,0
22.2,30.4,1532,45.6,209,0.44,100.6,46,223.2,8.6,971,74,0,0
32.5,46.8,1755,33.1,249,0.15,95.8,52,216.7,10.9,670,15,0,0
22.7,31.0,1494,36.2,70,0.34,101.5,47,218.4,9.1,978,73,0,0
26.9,41.4,1188,50.5,226,0.3,102.3,63,217.4,7.7,989,79,1,1
26.8,37.8,1643,30.1,97,0.51,102.6,46,218.5,12.0,605,90,0,0
23.7,43.2,1546,51.6,120,0.22,102.9,38,220.3,10.6,704,82,1,1
26.6,41.5,1623,42.3,197,0.33,105.5,66,218.2,11.0,585,81,0,0
22.5,41.2,1635,40.8,146,0.57,98.2,59,214.7,13.0,662,88,1,0
22.8,41.9,1756,39.7,133,0.28,101.6,51,214.8,10.6,337,51,0,0
26.5,37.1,1328,31.9,113,0.15,100.8,54,226.9,10.3,312,34,0,0
28.0,36.5,1564,51.1,119,0.3,99.7,52,218.6,7.5,370,78,0,0
22.4,33.5,1430,43.4,18,0.46,102.6,35,224.6,10.1,987,33,0,0
23.5,38.9,1582,47.6,98,0.28,102.1,43,223.3,14.7,940,4,0,0
25.0,43.9,1060,30.3,106,0.3,102.4,52,229.2,8.5,466,40,0,0
29.3,46.8,1696,42.3,157,0.24,101.7,51,227.3,10.6,457,56,0,0
23.6,41.0,1577,38.3,26,0.42,100.3,49,223.0,9.1,954,4,0,0
27.1,41.5,1315,41.9,67,0.19,102.8,55,216.0,8.6,827,61,0,0
24.1,40.2,1462,39.5,55,0.31,100.5,58,227.3,8.4,635,48,0,0
19.4,37.9,1465,46.9,223,0.42,102.2,63,222.2,13.7,308,83,1,0
24.3,34.7,1418,31.7,230,0.48,97.5,66,219.9,10.5,208,88,1,0
23.9,35.6,1570,41.3,246,0.16,102.5,51,217.9,10.1,288,77,0,0
25.7,45.1,1538,38.1,144,0.05,100.7,43,225.3,11.7,391,86,0,0
22.9,35.1,1480,45.9,94,0.61,97.9,34,213.0,8.8,600,45,0,0
30.3,47.2,1953,35.3,212,0.36,100.7,51,216.8,9.9,328,46,0,0
24.2,35.2,1289,41.1,49,0.23,98.3,39,226.0,6.8,622,79,0,0
22.5,36.7,1211,41.0,172,0.29,104.0,53,215.1,12.9,854,38,0,0
24.5,37.4,1594,45.4,132,0.18,98.1,37,220.9,12.4,517,52,0,0
28.9,44.6,1672,27.1,192,0.52,102.7,40,226.5,9.9,958,3,1,1
25.1,44.7,1591,49.0,140,0.41,102.0,62,229.9,7.7,826,85,1,1
23.9,41.5,1723,44.5,150,0.45,100.8,58,220.5,11.3,995,58,0,0
20.7,30.5,1785,35.5,149,0.18,103.0,67,226.7,9.8,736,16,0,0
24.1,43.4,1675,38.9,181,0.51,101.6,32,223.2,10.5,234,57,1,0
25.3,43.8,1369,53.5,114,0.44,100.4,47,218.4,11.2,232,39,0,0
27.0,40.6,1202,33.7,81,0.24,97.7,63,216.6,9.5,515,55,0,0
25.9,37.3,1143,34.3,226,0.43,104.6,39,232.8,14.2,357,14,1,0
27.5,39.4,1445,37.1,178,0.41,101.7,66,211.9,13.1,631,11,0,0
26.6,37.3,1511,36.0,68,0.26,96.9,55,223.9,12.1,345,25,1,1
23.2,33.7,1348,39.0,208,0.33,102.5,40,215.5,12.8,203,51,0,0
24.2,36.6,1573,39.0,13,0.39,104.9,54,210.5,10.3,465,55,0,0
27.4,41.4,1419,41.8,5,0.5,99.1,45,217.8,7.5,940,63,0,0
26.1,44.5,1712,51.4,76,0.24,101.5,56,214.6,9.2,582,13,0,0
24.2,34.3,1444,43.9,115,0.4,95.7,42,217.8,9.9,336,11,0,0
24.3,38.3,1485,34.5,226,0.15,96.7,63,214.1,11.7,225,48,0,0
19.5,35.9,1506,33.8,108,0.31,101.1,30,218.1,11.8,813,50,0,0
19.9,28.3,1651,31.2,216,0.28,101.5,47,220.5,13.0,971,80,1,0
21.9,31.3,1699,34.4,186,0.7,103.8,63,214.4,12.1,540,25,1,0
26.9,42.0,1853,39.5,60,0.43,101.2,47,219.9,10.4,618,42,0,0
24.4,38.6,1626,41.2,89,0.52,102.9,67,215.4,7.9,692,80,0,0
24.1,36.0,1594,58.5,218,0.24,97.2,32,224.6,9.4,955,48,0,0
24.9,40.7,1712,35.3,120,0.4,99.0,62,223.3,10.3,302,47,0,0
31.1,45.0,1632,40.2,77,0.5,103.0,69,224.2,9.9,239,83,1,0
25.1,38.5,1754,35.6,124,0.47,100.6,36,218.3,9.8,395,69,0,0
28.2,41.5,1492,36.0,46,0.41,101.7,42,218.2,9.9,341,32,0,0
23.0,40.0,1258,42.8,179,0.31,106.7,54,216.8,7.1,613,66,0,0
21.0,35.7,1552,46.6,82,0.48,98.6,44,215.3,10.7,582,1,0,0
27.6,39.9,1578,42.6,186,0.47,99.0,33,228.5,11.5,741,49,0,0
30.1,40.7,1630,37.2,173,0.45,99.9,42,223.0,12.7,422,4,0,0
25.2,44.9,1570,36.9,228,0.28,102.9,31,224.1,8.1,804,56,0,0
27.8,39.4,1503,37.5,6,0.3,99.7,53,225.6,13.8,308,27,0,0
28.5,36.6,1501,47.9,69,0.37,102.4,55,218.4,7.3,551,29,0,0
25.4,38.4,1203,46.2,111,0.44,97.0,70,218.7,9.6,965,40,0,0
18.1,36.7,1599,39.5,28,0.27,100.0,31,215.9,11.3,704,43,0,0
23.3,38.0,1448,31.7,29,0.2,101.6,65,224.8,9.6,875,74,0,0
29.8,38.3,1233,37.0,116,0.43,101.2,50,217.8,11.0,706,78,0,0
23.2,31.3,1428,43.9,75,0.28,101.5,48,222.1,9.9,791,8,0,0
26.0,43.5,1507,38.9,130,0.4,101.2,53,223.8,11.0,417,45,0,0
24.9,35.2,1555,43.4,157,0.31,102.5,43,215.2,15.8,256,5,0,0
19.2,31.0,1657,40.3,234,0.49,99.3,40,217.7,6.9,471,80,1,0
27.8,37.5,1472,38.7,136,0.37,103.0,52,226.8,10.4,279,10,0,0
25.9,36.3,1554,43.7,211,0.25,100.7,52,222.6,7.9,672,2,0,0
22.9,31.3,1566,38.8,144,0.27,104.6,51,219.6,10.6,914,82,0,0
27.4,38.7,1488,35.2,39,0.41,100.5,70,216.0,11.8,371,2,0,0
24.0,32.6,1650,46.9,105,0.29,101.1,38,216.1,14.0,694,2,0,0
30.4,41.2,1278,26.9,4,0.46,99.2,65,224.0,11.3,419,54,0,0
24.8,44.3,1900,43.5,210,0.38,101.2,33,226.3,6.4,737,28,0,0
23.1,32.3,1569,49.3,78,0.41,102.2,49,223.0,11.1,623,32,0,0
26.3,43.1,1449,54.6,238,0.28,100.1,53,223.5,9.7,743,80,1,1
26.1,36.8,1532,42.5,158,0.52,102.9,68,220.0,13.5,836,57,0,0
28.4,40.9,1297,39.8,104,0.38,101.4,65,220.3,10.8,718,58,0,0
25.3,38.3,1327,41.0,91,0.3,101.7,54,222.3,9.3,266,14,0,0
25.2,43.2,1348,45.7,135,0.54,98.3,55,225.9,13.1,580,68,1,1
26.7,45.9,1398,35.0,211,0.49,102.1,30,221.4,11.0,386,26,1,0
21.3,34.9,1809,24.3,171,0.48,102.8,48,218.2,8.1,345,37,0,0
25.4,34.6,1737,47.4,194,0.31,103.5,50,226.6,8.5,953,2,0,0
29.3,49.2,1396,35.6,135,0.41,104.1,46,211.1,7.6,284,18,0,0
25.6,41.0,1729,43.1,242,0.53,101.7,66,210.7,6.3,747,56,0,0
18.5,35.6,1316,36.4,45,0.55,104.3,70,224.1,9.1,274,72,0,0
26.9,40.1,1386,50.0,161,0.45,102.6,47,231.4,8.9,863,23,0,0
25.7,41.6,1608,47.7,1,0.35,100.0,40,209.1,12.5,303,71,0,0
29.5,45.2,1495,34.1,187,0.16,101.7,32,222.9,14.2,644,51,1,1
24.5,32.7,1572,46.8,69,0.41,101.3,61,222.9,10.1,682,4,0,0
20.1,28.7,1469,36.6,142,0.22,102.9,48,220.0,7.3,898,23,1,1
21.6,37.6,1671,44.2,219,0.29,102.3,34,230.0,9.7,518,50,0,0
21.5,31.9,1344,29.9,173,0.26,103.5,48,213.6,12.7,849,64,0,0
27.4,45.0,1292,44.9,200,0.28,101.8,53,222.8,7.6,357,77,1,0
22.0,39.0,1491,27.5,126,0.21,101.6,54,213.3,10.2,370,10,0,0
27.7,46.0,1505,40.3,123,0.36,98.0,51,218.2,11.0,543,28,0,0
25.8,38.2,1333,32.7,146,0.49,98.8,37,210.3,10.5,588,43,0,0
25.8,37.3,1368,36.2,164,0.32,103.6,44,219.8,4.4,280,5,0,0
21.7,39.0,1581,43.5,117,0.28,101.9,69,215.0,11.3,419,55,0,0
20.4,33.1,1352,39.5,190,0.36,100.4,33,226.4,10.7,616,8,0,0
28.3,39.7,1510,34.2,218,0.45,99.4,47,213.0,8.4,974,9,0,0
25.6,36.3,1419,44.8,37,0.46,103.0,56,225.0,13.0,898,56,0,0
21.3,36.5,1431,33.5,163,0.2,102.7,39,214.0,9.8,901,48,0,0
25.0,44.9,1747,48.9,91,0.49,98.5,35,224.2,11.8,576,45,1,0
21.7,39.6,1660,31.0,143,0.35,97.4,55,221.2,11.4,932,22,0,0
25.0,35.8,1342,41.6,246,0.15,99.9,34,222.6,10.0,402,41,0,0
26.1,45.4,1389,30.4,181,0.19,102.0,57,219.1,9.7,573,31,0,0
25.0,33.2,1146,35.9,149,0.41,105.5,52,222.9,12.0,744,25,0,0
35.6,49.4,1499,41.7,181,0.15,97.7,70,214.8,9.5,243,89,1,1
25.9,43.4,1171,46.2,106,0.44,102.1,63,216.2,8.8,211,45,0,0
22.3,41.6,1425,37.1,66,0.55,99.4,55,228.8,9.5,397,70,0,0
24.9,44.3,1528,31.8,80,0.29,100.0,40,219.5,11.0,507,3,0,0
28.8,39.6,1658,37.1,30,0.42,99.9,41,217.5,10.2,631,58,0,0
28.1,42.3,1425,34.3,110,0.42,103.0,46,228.8,9.8,780,23,0,0
20.9,31.9,1360,41.8,83,0.25,101.9,45,220.1,11.1,690,54,0,0
28.1,36.5,1771,39.0,15,0.23,98.7,42,216.5,11.4,928,50,0,0
24.8,43.5,1550,45.4,209,0.48,101.8,35,217.2,10.0,544,32,1,1
25.6,37.3,1375,36.0,168,0.42,101.5,45,221.9,8.0,202,31,0,0
24.0,40.3,1780,40.6,235,0.29,101.3,32,215.1,9.7,822,63,0,0
27.0,41.5,1389,47.7,7,0.25,105.1,34,205.8,4.9,709,33,0,0
30.0,46.7,1514,37.9,22,0.28,100.2,41,216.3,7.9,855,61,0,0
22.3,36.2,1389,45.4,172,0.39,102.7,57,215.1,10.8,967,90,0,0
31.9,40.5,1513,33.1,3,0.46,99.0,30,226.7,11.1,964,85,0,0
20.1,40.0,1457,40.4,165,0.57,102.8,49,220.0,9.7,254,64,0,0
21.9,34.4,1602,32.4,124,0.45,98.7,65,227.5,11.6,209,27,0,0
25.1,40.3,1554,33.4,209,0.42,98.5,39,221.8,9.7,575,21,0,0
25.0,44.8,1670,37.5,135,0.25,103.5,41,222.9,12.6,485,55,0,0
23.2,42.0,1487,27.0,233,0.45,99.2,53,221.9,9.7,969,16,0,0
27.5,47.1,1290,34.1,25,0.31,103.4,30,213.7,8.6,934,31,0,0
23.6,40.2,1567,46.7,66,0.33,99.9,40,214.2,9.1,222,69,0,0
20.9,32.3,1312,48.7,217,0.28,101.1,69,207.3,6.6,951,38,0,0
27.7,43.2,1786,51.5,196,0.29,103.8,69,229.7,7.7,827,70,1,1
21.4,33.9,1770,45.8,150,0.32,100.6,55,230.8,8.9,260,29,0,0
27.3,44.5,1420,37.1,187,0.24,102.3,45,217.8,7.2,332,64,1,1
19.1,35.2,1265,48.8,88,0.57,101.5,63,217.4,10.1,785,13,0,0
24.9,42.1,1545,44.5,69,0.19,98.1,52,219.9,6.5,820,82,0,0
17.1,31.7,1638,57.8,208,0.36,103.9,58,218.7,8.5,755,15,0,0
28.4,41.3,1510,42.3,127,0.35,99.5,47,225.4,9.4,302,78,0,0
28.7,44.3,1287,47.8,40,0.45,97.3,63,224.3,5.4,555,87,0,0
21.6,37.8,1700,38.1,18,0.44,101.3,35,217.8,12.9,244,22,0,0
17.6,37.2,1651,35.8,229,0.49,102.7,58,217.5,13.8,984,82,1,1
25.2,38.0,1415,24.8,206,0.45,99.7,53,216.9,8.0,749,26,0,0
23.9,36.7,1385,29.8,48,0.51,99.0,42,210.1,8.2,787,69,0,0
19.5,39.0,1428,54.1,3,0.25,98.9,59,219.0,10.0,633,46,0,0
25.5,37.6,1427,45.5,177,0.38,98.9,41,227.5,11.3,893,9,0,0
29.6,38.7,1658,47.0,79,0.3,102.9,54,217.6,5.9,591,5,0,0
16.3,32.6,1571,51.3,181,0.33,103.9,37,215.4,9.9,283,49,0,0
24.6,42.7,1296,46.6,53,0.53,98.1,68,219.5,12.2,451,53,1,0
23.9,37.6,1295,38.0,146,0.39,102.9,58,221.9,6.5,703,37,0,0
28.2,38.2,1742,52.2,108,0.55,101.6,62,222.1,11.2,447,47,0,0
24.1,32.7,1465,38.8,209,0.27,101.9,48,209.5,8.8,201,30,0,0
25.2,34.5,1529,23.9,30,0.44,101.2,67,221.9,9.8,963,39,0,0
28.9,39.2,1492,38.0,151,0.26,100.1,48,216.3,9.8,352,84,0,0
24.7,38.8,1522,40.7,221,0.21,100.6,58,223.9,9.6,629,25,0,0
23.2,43.1,1455,37.8,157,0.39,101.6,66,219.9,12.6,866,89,1,0
24.2,35.5,1632,50.8,194,0.23,102.6,66,228.6,8.7,758,64,1,0
24.1,40.3,1324,39.9,145,0.25,102.1,35,225.5,8.4,245,32,0,0
21.1,40.0,1257,31.5,55,0.31,101.8,31,224.4,9.6,778,64,0,0
24.4,40.4,1482,37.0,36,0.35,101.6,65,220.6,10.2,258,84,0,0
30.7,45.7,1216,33.0,158,0.28,101.1,39,226.5,9.9,823,66,0,0
23.9,39.5,1717,43.4,8,0.36,103.3,62,220.3,10.0,238,84,1,0
27.4,36.8,1239,33.1,110,0.39,98.4,53,216.6,12.2,717,15,0,0
26.7,46.3,1300,50.2,60,0.45,98.2,63,221.1,10.4,691,28,0,0
22.4,38.8,1406,23.6,195,0.43,101.4,34,221.9,13.1,395,70,1,1
27.0,35.2,1500,45.3,145,0.35,100.4,65,220.4,9.0,313,24,0,0
27.5,43.4,1515,55.5,211,0.24,102.4,44,230.3,9.5,224,5,1,0
28.1,43.7,1321,53.6,17,0.37,101.9,50,212.6,6.1,948,60,0,0
23.0,36.5,1758,38.3,77,0.35,103.4,69,227.9,11.8,267,8,0,0
24.7,44.0,1400,40.6,38,0.31,102.4,56,212.6,6.3,424,78,0,0
24.4,44.0,1497,41.9,60,0.43,99.8,44,229.4,6.3,622,72,0,0
24.2,40.7,1512,33.8,64,0.37,100.0,34,230.9,8.9,283,65,0,0
21.1,37.4,1464,47.4,84,0.49,102.7,51,212.5,9.2,947,22,0,0
24.1,33.1,1777,58.0,92,0.38,100.3,62,221.1,5.6,811,85,0,0
22.9,42.5,1806,47.5,174,0.51,103.3,45,215.6,4.1,611,87,1,0
26.8,38.6,1487,36.5,27,0.38,99.8,33,204.3,12.2,567,83,0,0
28.1,39.0,1523,54.9,108,0.56,101.9,37,218.2,12.2,533,61,1,1
29.2,48.2,1506,47.6,75,0.45,103.2,37,221.4,10.1,404,21,0,0
25.9,42.4,1768,40.0,24,0.31,101.9,52,222.5,10.6,419,52,0,0
24.2,42.8,1663,40.8,141,0.51,104.4,56,221.2,10.6,731,39,0,0
26.1,35.0,1230,29.6,217,0.59,103.4,67,224.2,10.7,519,24,0,0
26.4,46.0,1515,46.0,11,0.33,97.3,53,216.8,14.6,511,55,0,0
25.2,36.3,1244,44.4,177,0.4,100.9,69,216.6,9.0,396,45,0,0
25.0,37.4,1744,30.2,50,0.41,106.1,68,227.3,10.2,838,72,0,0
20.6,30.3,1715,43.9,11,0.31,99.8,60,225.4,11.1,923,19,0,0
23.9,37.8,1631,49.7,148,0.34,102.3,63,207.1,13.3,618,12,0,0
21.8,30.7,1437,44.9,225,0.47,99.7,53,223.0,8.5,201,69,1,0
23.1,38.6,1614,48.7,37,0.33,102.7,46,211.9,10.3,765,48,0,0
20.0,29.1,1375,37.4,210,0.32,98.4,48,222.7,7.8,378,19,0,0
24.3,35.5,1586,44.7,238,0.63,100.8,63,216.3,10.2,384,73,1,1
25.1,42.5,1391,48.0,135,0.46,103.3,50,216.5,7.5,706,0,0,0
24.1,39.2,1791,40.4,200,0.51,97.5,39,217.4,9.5,852,57,0,0
28.6,42.3,1238,22.2,201,0.46,100.3,41,217.6,8.4,381,18,1,1
28.8,42.0,1189,43.8,206,0.28,102.2,35,220.5,6.8,497,84,1,0
20.2,30.7,1664,38.1,148,0.64,99.7,59,224.5,10.5,778,89,0,0
26.2,40.4,1661,45.2,14,0.41,96.4,31,222.1,13.1,631,75,0,0
27.4,37.8,1820,50.1,207,0.26,102.3,47,209.6,11.0,717,69,1,0
25.7,42.0,1335,34.3,76,0.28,101.2,32,221.4,9.2,317,74,0,0
24.8,39.0,1622,34.7,59,0.3,101.1,48,220.2,7.4,689,4,0,0
28.2,47.8,1316,24.8,87,0.3,101.5,46,215.4,7.9,687,32,0,0
25.4,39.0,1661,43.9,7,0.55,100.9,60,223.4,11.9,476,22,0,0
26.1,35.6,1384,50.4,213,0.38,101.3,51,225.2,7.8,331,42,0,0
23.6,42.7,1462,39.3,50,0.24,103.2,46,222.9,11.5,600,21,0,0
26.4,45.2,1567,28.0,173,0.05,96.8,60,215.7,10.8,647,27,0,0
25.1,39.7,1388,42.7,153,0.27,99.4,56,219.5,7.7,873,1,0,0
22.2,36.8,1155,32.2,102,0.47,102.8,65,215.0,8.6,423,37,0,0
29.3,44.6,1319,45.4,21,0.43,103.3,33,227.1,6.4,883,64,0,0
25.4,38.4,1563,37.0,25,0.5,100.8,37,223.6,10.2,390,44,0,0
25.9,41.3,1365,44.0,152,0.44,102.1,33,218.5,7.5,929,67,0,0
26.8,37.6,1406,44.1,66,0.39,102.1,47,218.7,11.2,444,2,0,0
27.6,38.8,1699,44.6,210,0.35,103.5,31,220.1,8.8,846,51,0,0
18.1,31.7,1624,50.2,107,0.43,106.4,58,227.0,8.7,830,10,0,0
35.5,51.5,1331,44.1,52,0.15,99.4,30,213.9,8.7,944,0,0,0
25.1,34.1,1622,40.7,28,0.19,100.6,54,223.1,10.8,992,52,0,0
29.5,46.7,1447,37.0,116,0.41,99.4,58,220.5,11.3,844,72,0,0
20.9,38.1,1415,45.2,109,0.37,103.0,35,212.7,9.1,220,70,0,0
21.6,39.0,1248,44.0,165,0.25,98.5,31,214.4,9.1,880,50,0,0
29.5,49.2,1585,28.5,14,0.47,102.4,56,222.2,11.0,919,25,0,0
27.1,40.8,1483,42.8,221,0.47,103.4,33,213.4,10.1,871,85,1,0
23.9,40.7,1762,38.8,37,0.35,100.6,69,210.8,10.1,629,7,0,0
20.5,29.3,1298,31.0,228,0.38,100.0,37,220.4,8.9,598,19,0,0
21.0,38.2,1518,28.2,9,0.3,99.1,41,212.5,11.9,891,25,0,0
27.4,40.1,1505,37.6,176,0.34,102.6,47,220.8,8.4,543,0,0,0
24.4,32.5,1630,51.9,201,0.47,102.0,36,227.3,10.2,451,62,1,1
24.9,41.0,1444,45.8,200,0.24,100.2,56,230.0,10.1,912,67,0,0
28.1,37.8,1381,27.6,91,0.31,104.2,33,219.0,9.2,874,62,0,0
25.7,44.8,1432,38.9,47,0.46,100.7,65,231.3,9.2,782,82,1,0
25.5,37.0,1278,38.9,64,0.22,102.6,41,225.6,8.0,576,76,0,0
27.7,42.7,1480,50.5,232,0.46,103.4,55,218.8,11.0,543,74,1,1
24.3,38.0,1555,38.2,129,0.3,103.0,38,229.9,7.6,296,21,0,0
23.9,37.7,1615,30.3,101,0.15,103.1,57,216.6,7.9,717,48,0,0
26.5,37.1,1404,40.9,182,0.5,99.6,67,217.9,10.3,599,33,0,0
26.2,38.9,1496,42.6,185,0.53,101.5,58,222.9,12.3,625,90,1,1
24.2,38.3,1598,28.6,20,0.23,101.1,41,226.7,7.9,213,73,0,0
23.0,34.5,1508,32.6,106,0.24,101.5,42,226.4,4.2,391,53,0,0
25.4,41.9,1638,39.4,85,0.31,99.1,58,205.0,8.6,471,14,0,0
22.2,39.9,1387,51.1,109,0.32,99.9,54,227.6,9.3,944,78,0,0
26.6,42.1,1475,38.7,156,0.44,98.0,34,216.5,11.3,240,35,0,0
24.0,40.8,1262,49.5,123,0.41,100.1,49,214.7,9.8,977,63,0,0
21.8,31.3,1676,60.3,226,0.29,97.9,46,222.5,11.5,963,44,0,0
18.1,35.9,1447,21.5,10,0.56,103.5,46,223.8,11.2,542,49,0,0
25.4,43.4,1393,23.1,83,0.21,98.1,65,212.3,9.9,721,45,0,0
26.2,41.1,1400,42.0,10,0.46,98.8,56,216.0,9.2,670,70,0,0
25.1,34.3,1705,25.5,125,0.27,99.8,41,214.5,9.7,363,4,0,0
27.5,46.2,1476,37.5,31,0.4,100.4,66,221.7,8.7,418,7,0,0
21.0,36.5,1526,27.2,142,0.55,101.2,48,218.0,6.4,912,46,0,0
21.8,34.3,1439,31.7,101,0.25,99.9,37,217.3,9.3,408,84,0,0
22.4,41.2,1318,44.9,199,0.41,98.0,30,218.6,10.4,846,81,0,0
23.8,39.7,1484,37.3,3,0.35,100.0,59,225.0,10.8,454,24,0,0
24.5,40.4,1536,40.2,28,0.38,104.0,66,223.7,9.2,500,33,0,0
26.7,44.0,1492,35.2,233,0.52,98.3,60,225.0,9.0,214,21,1,1
23.9,32.6,1366,39.9,116,0.55,101.6,69,208.3,8.8,652,10,0,0
27.0,40.8,1634,36.8,212,0.27,101.2,50,221.9,8.9,377,14,1,1
24.9,44.1,1617,33.8,14,0.26,100.4,51,223.9,13.5,740,9,0,0
26.7,42.3,1827,42.4,194,0.18,102.7,62,221.4,9.8,221,35,0,0
22.1,30.7,1658,27.0,162,0.28,99.1,64,211.9,10.2,508,2,0,0
27.1,37.1,1303,42.1,84,0.33,100.9,33,224.0,8.9,897,34,0,0
26.7,44.1,1463,37.1,176,0.61,102.7,64,222.1,7.6,519,15,0,0
21.3,33.5,1500,26.4,138,0.47,102.3,44,221.0,10.6,438,81,0,0
19.3,29.0,1633,35.6,5,0.26,100.6,30,214.4,9.7,373,69,0,0
30.6,46.4,1341,35.0,201,0.53,101.7,36,216.4,12.2,291,60,1,1
24.9,44.2,1448,23.7,212,0.23,100.2,60,215.4,8.2,956,3,0,0
23.1,37.5,1772,34.8,245,0.13,101.0,62,223.6,7.3,862,6,0,0
21.3,40.3,1571,33.2,111,0.37,101.7,68,213.1,9.9,586,58,0,0
27.6,41.2,1651,33.2,188,0.48,103.0,69,221.4,10.4,666,87,1,0
24.4,35.8,1213,32.7,139,0.55,102.4,35,218.7,10.3,964,58,0,0
21.9,40.9,1731,37.2,171,0.12,98.9,49,227.0,11.2,360,18,0,0
21.1,31.5,1652,45.8,58,0.37,102.0,50,225.1,13.0,216,3,0,0
30.0,39.8,1116,18.8,49,0.3,101.5,38,220.1,5.6,906,81,0,0
25.0,42.0,1718,30.8,8,0.47,102.5,63,211.9,9.4,269,34,0,0
23.6,38.8,1664,47.1,171,0.44,99.5,67,224.3,14.0,733,43,0,0
23.3,36.8,1162,44.8,154,0.37,99.8,55,222.9,12.5,942,33,0,0
26.6,40.1,1142,37.0,186,0.22,98.5,32,218.6,13.7,983,2,1,0
26.3,40.3,1458,31.2,70,0.24,102.9,61,227.3,7.7,654,65,0,0
25.9,42.9,1526,37.4,103,0.44,102.1,49,223.4,13.9,919,41,0,0
21.3,30.6,1075,45.2,157,0.15,102.8,51,221.1,12.2,554,24,0,0
24.7,42.9,1877,35.8,70,0.6,97.0,54,223.8,7.1,243,32,0,0
30.1,47.0,1309,30.4,17,0.2,100.6,63,219.1,8.1,913,41,0,0
23.3,33.7,1367,42.5,66,0.47,104.4,38,212.6,11.5,284,74,0,0
28.5,36.6,1384,41.9,166,0.39,100.7,68,217.2,7.2,330,68,0,0
30.7,48.1,1593,33.4,63,0.39,103.4,64,217.9,6.7,846,21,0,0
27.5,47.2,1660,38.5,88,0.47,102.3,36,223.3,8.1,203,17,0,0
20.4,28.5,1445,47.0,220,0.21,99.8,39,227.8,10.4,334,23,0,0
27.8,42.8,1459,39.1,183,0.41,99.4,37,222.1,10.9,990,8,0,0
25.2,43.9,1397,48.7,140,0.33,101.0,35,224.6,6.9,593,81,1,0
